Asset_ID,Resource_Name,Resource_Type,Public_Access,Open_Ports,Encryption_Status,IAM_Risk,Security_Group_Risk,Vulnerability_Count,Patch_Status,Logging_Enabled,Backup_Enabled,Dependency_Count,Misconfiguration_Count,Risk_Score,Risk_Level
ASSET-961,Cloud-Resource-961,RDS,Yes,6,No,High,Medium,8,Updated,No,No,4,7,85,Critical
ASSET-962,Cloud-Resource-962,RDS,Yes,20,No,Medium,High,8,Updated,No,No,3,7,86,Critical
ASSET-963,Cloud-Resource-963,EC2,No,10,No,Low,High,9,Outdated,Yes,Yes,7,5,63,High
ASSET-964,Cloud-Resource-964,EC2,No,18,No,Medium,Low,10,Updated,Yes,Yes,10,3,40,Medium
ASSET-965,Cloud-Resource-965,Lambda,Yes,4,Yes,Low,Medium,10,Outdated,Yes,Yes,6,3,43,Medium
ASSET-966,Cloud-Resource-966,S3,Yes,3,Yes,Medium,High,2,Outdated,No,No,1,5,68,High
ASSET-967,Cloud-Resource-967,VPC,No,4,No,Low,Low,9,Outdated,No,No,8,5,60,High
ASSET-968,Cloud-Resource-968,Lambda,No,17,Yes,High,High,9,Updated,Yes,No,5,5,63,High
ASSET-969,Cloud-Resource-969,IAM,No,18,Yes,High,Low,4,Outdated,No,No,4,5,70,High
ASSET-970,Cloud-Resource-970,Lambda,Yes,17,No,Low,High,3,Updated,No,No,3,6,73,High
ASSET-971,Cloud-Resource-971,VPC,Yes,16,No,High,High,5,Outdated,Yes,No,7,7,92,Critical
ASSET-972,Cloud-Resource-972,IAM,No,17,Yes,Medium,Medium,3,Outdated,Yes,No,4,3,39,Medium
ASSET-973,Cloud-Resource-973,S3,Yes,4,No,High,Low,6,Updated,Yes,No,5,5,67,High
ASSET-974,Cloud-Resource-974,S3,Yes,15,Yes,High,Low,1,Updated,No,No,3,5,60,High
ASSET-975,Cloud-Resource-975,Lambda,Yes,0,Yes,Medium,Medium,3,Updated,No,Yes,10,2,33,Medium
ASSET-976,Cloud-Resource-976,Lambda,Yes,12,No,Medium,Low,4,Outdated,No,No,9,6,75,Critical
ASSET-977,Cloud-Resource-977,VPC,Yes,5,Yes,Low,High,9,Outdated,Yes,No,5,5,60,High
ASSET-978,Cloud-Resource-978,EC2,No,8,No,Low,Medium,1,Outdated,Yes,No,6,4,57,High
ASSET-979,Cloud-Resource-979,S3,Yes,9,Yes,Medium,Low,5,Outdated,No,No,8,5,64,High
ASSET-980,Cloud-Resource-980,RDS,Yes,7,Yes,Low,Low,0,Updated,No,No,3,4,51,High
ASSET-981,Cloud-Resource-981,VPC,Yes,3,Yes,Low,Medium,0,Updated,No,No,5,3,42,Medium
ASSET-982,Cloud-Resource-982,VPC,Yes,12,Yes,Low,High,0,Outdated,No,Yes,4,5,67,High
ASSET-983,Cloud-Resource-983,EC2,Yes,6,Yes,Medium,High,7,Updated,Yes,No,4,5,60,High
ASSET-984,Cloud-Resource-984,RDS,No,14,No,High,Low,1,Updated,Yes,Yes,5,3,45,Medium
ASSET-985,Cloud-Resource-985,VPC,Yes,9,Yes,Low,High,5,Outdated,Yes,Yes,10,4,54,High
ASSET-986,Cloud-Resource-986,S3,Yes,20,Yes,Medium,Low,1,Outdated,Yes,No,6,4,58,High
ASSET-987,Cloud-Resource-987,Lambda,Yes,12,Yes,High,High,1,Outdated,Yes,No,2,6,76,Critical
ASSET-988,Cloud-Resource-988,S3,Yes,0,Yes,Low,Medium,6,Updated,No,No,10,4,50,High
ASSET-989,Cloud-Resource-989,IAM,Yes,20,No,High,High,8,Updated,Yes,Yes,6,6,78,Critical
ASSET-990,Cloud-Resource-990,EC2,Yes,2,No,Medium,High,8,Updated,No,Yes,5,5,63,High
ASSET-991,Cloud-Resource-991,Lambda,Yes,20,Yes,Low,High,8,Outdated,No,Yes,9,6,78,Critical
ASSET-992,Cloud-Resource-992,S3,No,7,Yes,Medium,Low,10,Outdated,Yes,Yes,9,3,46,Medium
ASSET-993,Cloud-Resource-993,S3,Yes,14,Yes,High,Low,10,Updated,No,No,2,6,77,Critical
ASSET-994,Cloud-Resource-994,EC2,No,12,Yes,Low,Medium,3,Outdated,No,No,7,4,58,High
ASSET-995,Cloud-Resource-995,S3,No,2,No,Low,Low,6,Updated,Yes,Yes,4,2,27,Medium
ASSET-996,Cloud-Resource-996,S3,No,10,Yes,High,Low,1,Outdated,Yes,Yes,5,3,43,Medium
ASSET-997,Cloud-Resource-997,VPC,No,9,No,High,Medium,9,Updated,Yes,No,3,5,61,High
ASSET-998,Cloud-Resource-998,Lambda,Yes,13,Yes,Medium,Low,7,Outdated,No,No,6,6,76,Critical
ASSET-999,Cloud-Resource-999,IAM,No,17,No,High,Low,7,Updated,Yes,Yes,9,4,53,High
ASSET-1000,Cloud-Resource-1000,S3,Yes,20,Yes,Medium,High,5,Outdated,No,No,4,6,75,Critical
